company_id,company_name,company_size,industry,industry_ai_adoption_stage
1231,Prime Solutions,Small,Government,Emerging
1232,NextGen Systems,Enterprise,Energy,Growing
1233,Future Analytics,Large,Finance,Mature
1234,Global Solutions,Startup,Government,Emerging
1235,NextGen Analytics,Medium,Retail,Growing
1236,NextGen Analytics,Startup,Finance,Emerging
1237,Future Systems,Small,Finance,Mature
1238,Global Systems,Medium,Education,Emerging
1239,NextGen Systems,Startup,Retail,Emerging
1240,Global Analytics,Enterprise,Tech,Emerging
1241,Prime Technologies,Large,Manufacturing,Emerging
1242,Prime Technologies,Startup,Education,Emerging
1243,Global Solutions,Startup,Finance,Mature
1244,Global Solutions,Large,Government,Emerging
1245,NextGen Solutions,Large,Energy,Growing
1246,Prime Analytics,Medium,Energy,Emerging
1247,Future Analytics,Small,Manufacturing,Growing
1248,NextGen Solutions,Medium,Tech,Mature
1249,NextGen Analytics,Enterprise,Energy,Emerging
1250,Prime Technologies,Small,Government,Growing
1251,NextGen Systems,Startup,Finance,Mature
1252,NextGen Systems,Medium,Manufacturing,Emerging
1253,Prime Technologies,Enterprise,Manufacturing,Emerging
1254,NextGen Technologies,Large,Finance,Mature
1255,Future Solutions,Small,Energy,Emerging
1256,Global Solutions,Medium,Manufacturing,Emerging
1257,Prime Analytics,Small,Energy,Growing
1258,Future Technologies,Startup,Healthcare,Emerging
1259,Global Solutions,Medium,Finance,Mature
1260,Global Systems,Small,Education,Growing
1261,Future Systems,Medium,Manufacturing,Emerging
1262,Future Solutions,Medium,Retail,Emerging
1263,Global Solutions,Startup,Retail,Growing
1264,NextGen Systems,Startup,Healthcare,Growing
1265,Global Systems,Medium,Finance,Growing
1266,Future Systems,Startup,Government,Growing
1267,Global Systems,Enterprise,Agriculture,Emerging
1268,NextGen Analytics,Medium,Finance,Emerging
1269,Prime Systems,Small,Finance,Growing
1270,Prime Analytics,Small,Healthcare,Emerging
1271,Prime Analytics,Startup,Tech,Emerging
1272,Future Analytics,Large,Manufacturing,Emerging
1273,Prime Technologies,Large,Healthcare,Emerging
1274,Future Solutions,Large,Finance,Emerging
1275,Prime Systems,Enterprise,Agriculture,Growing
1276,Global Systems,Enterprise,Healthcare,Emerging
1277,Global Analytics,Startup,Agriculture,Growing
1278,Global Systems,Medium,Retail,Emerging
1279,NextGen Technologies,Small,Tech,Growing
1280,Future Solutions,Enterprise,Tech,Growing
1281,Prime Solutions,Large,Government,Growing
1282,Global Systems,Startup,Tech,Growing
1283,Prime Systems,Enterprise,Retail,Growing
1284,NextGen Systems,Large,Finance,Growing
1285,Prime Solutions,Medium,Healthcare,Emerging
1286,Global Analytics,Medium,Tech,Growing
1287,Global Analytics,Enterprise,Finance,Growing
1288,Future Analytics,Medium,Government,Growing
1289,Global Technologies,Startup,Tech,Emerging
1290,Global Analytics,Enterprise,Retail,Growing
1291,Global Solutions,Medium,Agriculture,Growing
1292,Future Technologies,Startup,Tech,Emerging
1293,Prime Systems,Small,Finance,Mature
1294,Global Solutions,Enterprise,Retail,Emerging
1295,Prime Technologies,Large,Government,Emerging
1296,Future Solutions,Medium,Finance,Emerging
1297,Global Analytics,Startup,Finance,Mature
1298,Future Technologies,Small,Retail,Emerging
1299,NextGen Systems,Small,Healthcare,Growing
1300,Prime Technologies,Enterprise,Energy,Emerging
1301,Global Solutions,Enterprise,Finance,Mature
1302,Prime Solutions,Startup,Agriculture,Growing
1303,NextGen Analytics,Startup,Agriculture,Growing
1304,NextGen Solutions,Small,Healthcare,Growing
1305,Prime Technologies,Enterprise,Energy,Growing
1306,Global Solutions,Startup,Manufacturing,Growing
1307,Prime Analytics,Startup,Manufacturing,Growing
1308,Future Analytics,Large,Education,Growing
1309,NextGen Systems,Startup,Manufacturing,Emerging
1310,Global Technologies,Large,Energy,Growing
1311,Global Technologies,Startup,Finance,Emerging
1312,NextGen Systems,Startup,Finance,Growing
1313,Future Systems,Large,Finance,Mature
1314,Prime Systems,Enterprise,Education,Emerging
1315,Prime Analytics,Startup,Agriculture,Growing
1316,Global Analytics,Medium,Agriculture,Emerging
1317,Global Solutions,Small,Tech,Growing
1318,NextGen Analytics,Enterprise,Finance,Growing
1319,NextGen Technologies,Small,Finance,Mature
1320,Future Technologies,Large,Finance,Emerging
1321,Future Systems,Startup,Tech,Mature
1322,Global Solutions,Enterprise,Tech,Emerging
1323,NextGen Solutions,Startup,Finance,Mature
1324,Global Analytics,Small,Finance,Mature
1325,Global Solutions,Enterprise,Education,Growing
1326,NextGen Solutions,Medium,Energy,Emerging
1327,Future Systems,Medium,Healthcare,Emerging
1328,Global Technologies,Startup,Finance,Growing
1329,Global Analytics,Large,Tech,Mature
1330,Future Systems,Small,Agriculture,Emerging
1331,Prime Solutions,Enterprise,Retail,Growing
1332,NextGen Analytics,Startup,Manufacturing,Growing
1333,Future Solutions,Small,Retail,Growing
1334,Global Systems,Small,Finance,Mature
1335,Prime Analytics,Enterprise,Energy,Growing
1336,Prime Systems,Large,Healthcare,Emerging
1337,Global Analytics,Small,Manufacturing,Emerging
1338,Global Systems,Small,Manufacturing,Growing
1339,Future Systems,Large,Government,Growing
1340,Future Systems,Enterprise,Education,Growing
1341,NextGen Analytics,Startup,Healthcare,Growing
1342,Global Analytics,Large,Tech,Growing
1343,Global Systems,Startup,Government,Growing
1344,Prime Systems,Medium,Retail,Emerging
1345,NextGen Technologies,Small,Manufacturing,Growing
1346,NextGen Systems,Enterprise,Energy,Emerging
1347,NextGen Systems,Small,Education,Growing
1348,NextGen Technologies,Small,Finance,Growing
1349,Global Analytics,Small,Finance,Emerging
1350,Global Systems,Small,Healthcare,Growing
1351,Global Analytics,Startup,Energy,Emerging
1352,Future Technologies,Enterprise,Government,Emerging
1353,Future Technologies,Small,Finance,Growing
1354,Global Systems,Small,Government,Emerging
1355,NextGen Analytics,Medium,Finance,Mature
1356,Future Solutions,Enterprise,Energy,Emerging
1357,Prime Technologies,Enterprise,Finance,Mature
1358,Global Technologies,Large,Agriculture,Growing
1359,NextGen Analytics,Medium,Tech,Mature
1360,Prime Technologies,Enterprise,Healthcare,Emerging
1361,Prime Systems,Small,Tech,Growing
1362,NextGen Solutions,Large,Energy,Emerging
1363,Prime Technologies,Medium,Education,Growing
1364,NextGen Analytics,Small,Manufacturing,Growing
1365,Prime Technologies,Startup,Finance,Growing
1366,NextGen Systems,Startup,Agriculture,Growing
1367,Global Technologies,Small,Manufacturing,Emerging
1368,NextGen Analytics,Large,Energy,Emerging
1369,Future Systems,Startup,Tech,Emerging
1370,Global Systems,Small,Energy,Growing
1371,Global Technologies,Large,Tech,Emerging
1372,Prime Solutions,Enterprise,Tech,Growing
1373,Global Systems,Enterprise,Government,Growing
1374,Global Technologies,Small,Retail,Growing
1375,Prime Solutions,Startup,Agriculture,Emerging
1376,Future Analytics,Enterprise,Agriculture,Growing
1377,Future Technologies,Large,Finance,Mature
1378,Global Analytics,Startup,Tech,Growing
1379,Future Technologies,Small,Education,Emerging
1380,NextGen Technologies,Medium,Healthcare,Growing
1381,NextGen Technologies,Medium,Education,Emerging
1382,Future Technologies,Medium,Government,Growing
1383,Global Systems,Startup,Education,Growing
1384,NextGen Systems,Large,Manufacturing,Emerging
1385,Global Technologies,Small,Government,Growing
1386,NextGen Systems,Medium,Tech,Mature
1387,NextGen Systems,Small,Finance,Emerging
1388,Global Systems,Startup,Finance,Mature
1389,Global Analytics,Startup,Manufacturing,Growing
1390,Prime Solutions,Large,Agriculture,Emerging
1391,NextGen Technologies,Startup,Retail,Emerging
1392,Global Technologies,Startup,Finance,Mature
1393,Global Systems,Small,Tech,Emerging
1394,Global Analytics,Medium,Tech,Emerging
1395,NextGen Technologies,Medium,Manufacturing,Emerging
1396,Prime Technologies,Medium,Finance,Growing
1397,NextGen Analytics,Medium,Finance,Growing
1398,Prime Analytics,Small,Energy,Emerging
1399,NextGen Solutions,Startup,Finance,Growing
1400,Future Technologies,Small,Agriculture,Emerging
1401,Future Systems,Startup,Healthcare,Growing
1402,Global Solutions,Medium,Agriculture,Emerging
1403,Future Solutions,Large,Finance,Mature
1404,Future Analytics,Large,Tech,Emerging
1405,Future Technologies,Medium,Retail,Emerging
1406,Prime Analytics,Startup,Manufacturing,Emerging
1407,NextGen Analytics,Startup,Retail,Emerging
1408,Future Solutions,Startup,Government,Growing
1409,Prime Analytics,Large,Finance,Mature
1410,Global Solutions,Medium,Energy,Growing
1411,Future Technologies,Startup,Tech,Mature
1412,NextGen Analytics,Large,Finance,Growing
1413,Future Solutions,Small,Education,Emerging
1414,NextGen Analytics,Enterprise,Agriculture,Emerging
1415,Future Technologies,Small,Finance,Emerging
1416,Global Systems,Large,Tech,Mature
1417,Prime Solutions,Startup,Manufacturing,Growing
1418,Future Analytics,Large,Finance,Growing
1419,Future Systems,Small,Tech,Mature
1420,Prime Technologies,Startup,Energy,Growing
1421,NextGen Analytics,Small,Retail,Emerging
1422,NextGen Technologies,Large,Retail,Growing
1423,Prime Systems,Large,Finance,Mature
1424,NextGen Technologies,Enterprise,Agriculture,Emerging
1425,Prime Technologies,Medium,Finance,Mature
1426,Future Analytics,Small,Education,Emerging
1427,NextGen Systems,Enterprise,Manufacturing,Emerging
1428,NextGen Technologies,Enterprise,Energy,Emerging
1429,Future Systems,Small,Education,Emerging
1430,Prime Solutions,Startup,Retail,Emerging
1431,Future Solutions,Enterprise,Tech,Emerging
1432,Prime Technologies,Startup,Retail,Emerging
1433,NextGen Systems,Medium,Finance,Growing
1434,Global Analytics,Medium,Manufacturing,Emerging
1435,Prime Technologies,Small,Healthcare,Emerging
1436,Global Analytics,Medium,Government,Emerging
1437,NextGen Analytics,Enterprise,Tech,Mature
1438,Prime Solutions,Large,Manufacturing,Growing
1439,Prime Systems,Large,Education,Growing
1440,NextGen Analytics,Large,Finance,Mature
1441,Future Technologies,Startup,Retail,Growing
1442,Prime Solutions,Small,Government,Growing
1443,Future Solutions,Startup,Finance,Growing
1444,NextGen Solutions,Small,Tech,Growing
1445,Future Systems,Enterprise,Finance,Mature
1446,Prime Solutions,Medium,Education,Growing
1447,NextGen Systems,Startup,Education,Emerging
1448,Future Technologies,Medium,Energy,Growing
1449,Prime Systems,Startup,Finance,Growing
1450,Future Technologies,Medium,Education,Emerging
1451,Prime Analytics,Medium,Healthcare,Growing
1452,Global Analytics,Startup,Tech,Mature
1453,Prime Analytics,Medium,Finance,Growing
1454,Future Solutions,Startup,Finance,Emerging
1455,Global Technologies,Large,Retail,Emerging
1456,Prime Technologies,Medium,Manufacturing,Emerging
1457,NextGen Solutions,Enterprise,Tech,Emerging
1458,Global Systems,Large,Healthcare,Growing
1459,Prime Technologies,Enterprise,Manufacturing,Growing
1460,NextGen Analytics,Medium,Healthcare,Emerging
1461,Future Solutions,Enterprise,Education,Growing
1462,NextGen Analytics,Small,Healthcare,Emerging
1463,Prime Analytics,Small,Tech,Growing
1464,NextGen Technologies,Medium,Healthcare,Emerging
1465,Global Systems,Small,Manufacturing,Emerging
1466,NextGen Solutions,Medium,Government,Emerging
1467,Prime Analytics,Large,Tech,Growing
1468,NextGen Analytics,Medium,Agriculture,Emerging
1469,Future Technologies,Large,Tech,Emerging
1470,Global Technologies,Medium,Tech,Emerging
1471,Global Systems,Enterprise,Agriculture,Growing
1472,NextGen Solutions,Medium,Education,Emerging
1473,Prime Systems,Medium,Government,Growing
1474,Future Systems,Startup,Education,Emerging
1475,Future Technologies,Startup,Agriculture,Emerging
1476,Future Analytics,Small,Tech,Emerging
1477,Prime Technologies,Medium,Healthcare,Growing
1478,Global Analytics,Large,Healthcare,Emerging
1479,Prime Systems,Enterprise,Finance,Emerging
1480,Future Technologies,Startup,Finance,Mature
1481,Global Technologies,Large,Tech,Growing
1482,Global Solutions,Medium,Government,Growing
1483,NextGen Analytics,Enterprise,Healthcare,Emerging
1484,Global Solutions,Enterprise,Government,Emerging
1485,NextGen Analytics,Medium,Energy,Emerging
1486,Prime Analytics,Enterprise,Education,Emerging
1487,Prime Analytics,Enterprise,Retail,Growing
1488,NextGen Solutions,Medium,Finance,Growing
1489,Global Solutions,Startup,Energy,Emerging
1490,Global Systems,Small,Retail,Growing
1491,NextGen Analytics,Enterprise,Tech,Growing
1492,Future Analytics,Medium,Government,Emerging
1493,Global Analytics,Large,Education,Growing
1494,Future Technologies,Small,Agriculture,Growing
1495,NextGen Technologies,Startup,Finance,Growing
1496,NextGen Solutions,Large,Agriculture,Emerging
1497,NextGen Analytics,Medium,Government,Growing
1498,Global Analytics,Small,Energy,Emerging
1499,Future Systems,Medium,Agriculture,Growing
1500,Global Solutions,Small,Healthcare,Growing
1501,NextGen Systems,Small,Healthcare,Emerging
1502,Prime Technologies,Large,Finance,Emerging
1503,NextGen Solutions,Small,Energy,Emerging
1504,Global Systems,Startup,Agriculture,Emerging
1505,Future Solutions,Medium,Education,Emerging
1506,Global Systems,Medium,Government,Emerging
1507,NextGen Solutions,Enterprise,Healthcare,Emerging
1508,Future Solutions,Medium,Energy,Growing
1509,Prime Systems,Medium,Tech,Mature
1510,Future Systems,Large,Education,Emerging
1511,Global Technologies,Enterprise,Education,Emerging
1512,Prime Systems,Startup,Finance,Mature
1513,Future Analytics,Large,Tech,Mature
1514,Prime Technologies,Enterprise,Government,Emerging
1515,Prime Technologies,Enterprise,Retail,Emerging
1516,Global Technologies,Medium,Retail,Growing
1517,Global Analytics,Large,Retail,Growing
1518,Future Analytics,Enterprise,Tech,Mature
